Happiness_Rank,Economy(GDP),Happiness_Score,Health(Life Expectancy),Country,Year,Region
1,1.39651,7.587,0.94143,Switzerland,2015,Europe
2,1.30232,7.561,0.94784,Iceland,2015,Europe
3,1.32548,7.527,0.87464,Denmark,2015,Europe
4,1.459,7.522,0.88521,Norway,2015,Europe
5,1.32629,7.427,0.90563,Canada,2015,North America
6,1.29025,7.406,0.88911,Finland,2015,Europe
7,1.32944,7.378,0.89284,Netherlands,2015,Europe
8,1.33171,7.364,0.91087,Sweden,2015,Europe
9,1.25018,7.286,0.90837,New Zealand,2015,Australia
10,1.33358,7.284,0.93156,Australia,2015,Australia
11,1.22857,7.278,0.91387,Israel,2015,Asia
12,0.95578,7.226,0.86027,Costa Rica,2015,North America
13,1.33723,7.2,0.89042,Austria,2015,Europe
14,1.02054,7.187,0.81444,Mexico,2015,North America
15,1.39451,7.119,0.86179,United States,2015,North America
16,0.98124,6.983,0.69702,Brazil,2015,South America
17,1.56391,6.946,0.91894,Luxembourg,2015,Europe
18,1.33596,6.94,0.89533,Ireland,2015,Europe
19,1.30782,6.937,0.89667,Belgium,2015,Europe
20,1.42727,6.901,0.80925,United Arab Emirates,2015,Asia
21,1.26637,6.867,0.90943,United Kingdom,2015,Europe
22,1.36011,6.853,0.76276,Oman,2015,Asia
23,1.04424,6.81,0.72052,Venezuela,2015,South America
24,1.52186,6.798,1.02525,Singapore,2015,Asia
25,1.06353,6.786,0.79661,Panama,2015,North America
26,1.32792,6.75,0.89186,Germany,2015,Europe
27,1.10715,6.67,0.85857,Chile,2015,South America
28,1.69042,6.611,0.79733,Qatar,2015,Asia
29,1.27778,6.575,0.94579,France,2015,Europe
30,1.05351,6.574,0.78723,Argentina,2015,South America
31,1.17898,6.505,0.84483,Czech Republic,2015,Europe
32,1.06166,6.485,0.8116,Uruguay,2015,South America
33,0.91861,6.477,0.69077,Colombia,2015,South America
34,0.9669,6.455,0.7385,Thailand,2015,Asia
35,1.39541,6.411,0.72025,Saudi Arabia,2015,Asia
36,1.23011,6.329,0.95562,Spain,2015,Europe
37,1.2074,6.302,0.88721,Malta,2015,Europe
38,1.29098,6.298,0.8753,Taiwan,2015,Asia
39,1.55422,6.295,0.72492,Kuwait,2015,Asia
40,0.99534,6.269,0.6082,Suriname,2015,South America
41,1.21183,6.168,0.61483,Trinidad and Tobago,2015,North America
42,0.76454,6.13,0.67737,El Salvador,2015,North America
43,0.74553,6.123,0.64425,Guatemala,2015,North America
44,0.63244,6.003,0.59772,Uzbekistan,2015,Asia
45,1.16891,5.995,0.78902,Slovakia,2015,Europe
46,1.27074,5.987,0.99111,Japan,2015,Asia
47,1.24461,5.984,0.96538,South Korea,2015,Asia
48,0.86402,5.975,0.79075,Ecuador,2015,South America
49,1.32376,5.96,0.74716,Bahrain,2015,Asia
50,1.25114,5.948,0.95446,Italy,2015,Europe
51,0.68133,5.89,0.5392,Bolivia,2015,South America
52,0.59448,5.889,0.61826,Moldova,2015,Europe
53,0.75985,5.878,0.66098,Paraguay,2015,South America
54,1.12254,5.855,0.64368,Kazakhstan,2015,Asia
55,1.18498,5.848,0.87337,Slovenia,2015,Europe
56,1.14723,5.833,0.73128,Lithuania,2015,Europe
57,0.59325,5.828,0.74314,Nicaragua,2015,North America
58,0.90019,5.824,0.73017,Peru,2015,South America
59,1.03192,5.813,0.73608,Belarus,2015,Europe
60,1.12555,5.791,0.77903,Poland,2015,Europe
61,1.12486,5.77,0.72394,Malaysia,2015,Asia
62,1.08254,5.759,0.78805,Croatia,2015,Europe
63,1.13145,5.754,0.7038,Libya,2015,Africa
64,1.13764,5.716,0.66926,Russia,2015,Europe
65,0.81038,5.709,0.68741,Jamaica,2015,North America
66,1.20806,5.695,0.92356,North Cyprus,2015,Europe
67,1.20813,5.689,0.92356,Cyprus,2015,Asia
68,0.93929,5.605,0.61766,Algeria,2015,Africa
69,0.80148,5.589,0.63132,Kosovo,2015,Europe
70,0.95847,5.548,0.53886,Turkmenistan,2015,Asia
71,1.00761,5.477,0.7095,Mauritius,2015,Africa
72,1.38604,5.474,1.01328,Hong Kong,2015,Asia
73,1.15174,5.429,0.77361,Estonia,2015,Europe
74,0.82827,5.399,0.63793,Indonesia,2015,Asia
75,0.63216,5.36,0.74676,Vietnam,2015,Asia
76,1.06098,5.332,0.73172,Turkey,2015,Asia
77,0.47428,5.286,0.65088,Kyrgyzstan,2015,Asia
78,0.65435,5.268,0.16007,Nigeria,2015,Africa
79,0.77042,5.253,0.57407,Bhutan,2015,Asia
80,1.02389,5.212,0.64045,Azerbaijan,2015,Asia
81,0.59543,5.194,0.51466,Pakistan,2015,Asia
82,0.90198,5.192,0.69639,Jordan,2015,Asia
82,0.97438,5.192,0.72521,Montenegro,2015,Europe
84,0.89012,5.14,0.81658,China,2015,Asia
85,0.47038,5.129,0.29924,Zambia,2015,Africa
86,1.04345,5.124,0.7689,Romania,2015,Europe
87,0.92053,5.123,0.74836,Serbia,2015,Europe
88,1.15991,5.102,0.87519,Portugal,2015,Europe
89,1.11312,5.098,0.72437,Latvia,2015,Europe
90,0.70532,5.073,0.58114,Philippines,2015,Asia
91,0.18847,5.057,0.43873,Somaliland region,2015,Africa
92,0.73479,5.013,0.60954,Morocco,2015,Africa
93,0.91851,5.007,0.73545,Macedonia,2015,Europe
94,0.08308,4.971,0.09131,Mozambique,2015,Africa
95,0.87867,4.959,0.81325,Albania,2015,Europe
96,0.83223,4.949,0.79081,Bosnia and Herzegovina,2015,Europe
97,0.37545,4.898,0.07612,Lesotho,2015,Africa
98,0.89537,4.885,0.66825,Dominican Republic,2015,North America
99,0.59066,4.876,0.54909,Laos,2015,Asia
100,0.82819,4.874,0.60268,Mongolia,2015,Asia
101,0.71206,4.867,0.07566,Swaziland,2015,Africa
102,1.15406,4.857,0.88213,Greece,2015,Europe
103,1.02564,4.839,0.83947,Lebanon,2015,Asia
104,1.12094,4.8,0.75905,Hungary,2015,Europe
105,0.59532,4.788,0.6951,Honduras,2015,North America
106,0.39047,4.786,0.57379,Tajikistan,2015,Asia
107,0.88113,4.739,0.73793,Tunisia,2015,Africa
108,0.59867,4.715,0.66015,Palestinian Territories,2015,Asia
109,0.39753,4.694,0.60164,Bangladesh,2015,Asia
110,1.0088,4.686,0.69805,Iran,2015,Asia
111,0.79907,4.681,0.6739,Ukraine,2015,Europe
112,0.98549,4.677,0.60237,Iraq,2015,Asia
113,0.92049,4.642,0.27688,South Africa,2015,Africa
114,0.54558,4.633,0.40132,Ghana,2015,Africa
115,0.271,4.61,0.33475,Zimbabwe,2015,Africa
116,0.0712,4.571,0.34201,Liberia,2015,Africa
117,0.64499,4.565,0.51529,India,2015,Asia
118,0.52107,4.55,0.36878,Sudan,2015,Africa
119,0.26673,4.518,0.38847,Haiti,2015,North America
120,0.0,4.517,0.09806,Congo (Kinshasa),2015,Africa
121,0.35997,4.514,0.56874,Nepal,2015,Asia
122,0.19073,4.512,0.44055,Ethiopia,2015,Africa
123,0.33024,4.507,0.0,Sierra Leone,2015,Africa
124,0.45407,4.436,0.35874,Mauritania,2015,Africa
125,0.36471,4.419,0.41435,Kenya,2015,Africa
126,0.44025,4.369,0.36291,Djibouti,2015,Africa
127,0.76821,4.35,0.7299,Armenia,2015,Asia
128,0.99355,4.332,0.04776,Botswana,2015,Africa
129,0.27108,4.307,0.48246,Myanmar,2015,Asia
130,0.7419,4.297,0.72926,Georgia,2015,Asia
131,0.01604,4.292,0.22562,Malawi,2015,Africa
132,0.83524,4.271,0.70806,Sri Lanka,2015,Asia
133,0.4225,4.252,0.23402,Cameroon,2015,Africa
134,1.01216,4.218,0.76649,Bulgaria,2015,Europe
135,0.8818,4.194,0.61712,Egypt,2015,Africa
136,0.54649,4.077,0.40064,Yemen,2015,Asia
137,0.75778,4.033,0.16683,Angola,2015,Africa
138,0.26074,3.995,0.20583,Mali,2015,Africa
139,0.67866,3.989,0.31051,Congo (Brazzaville),2015,Africa
140,0.23906,3.956,0.36315,Comoros,2015,Africa
141,0.21102,3.931,0.33861,Uganda,2015,Africa
142,0.36498,3.904,0.4354,Senegal,2015,Africa
143,1.06024,3.896,0.43372,Gabon,2015,Africa
144,0.0694,3.845,0.29707,Niger,2015,Africa
145,0.46038,3.819,0.61114,Cambodia,2015,Asia
146,0.2852,3.781,0.38215,Tanzania,2015,Africa
147,0.20824,3.681,0.46721,Madagascar,2015,Africa
148,0.0785,3.678,0.06699,Central African Republic,2015,Africa
149,0.34193,3.667,0.1501,Chad,2015,Africa
150,0.17417,3.656,0.24009,Guinea,2015,Africa
151,0.46534,3.655,0.15185,Ivory Coast,2015,Africa
152,0.25812,3.587,0.27125,Burkina Faso,2015,Africa
153,0.31982,3.575,0.30335,Afghanistan,2015,Asia
154,0.22208,3.465,0.42864,Rwanda,2015,Africa
155,0.28665,3.34,0.3191,Benin,2015,Africa
156,0.6632,3.006,0.72193,Syria,2015,Asia
157,0.0153,2.905,0.22396,Burundi,2015,Africa
158,0.20868,2.839,0.28443,Togo,2015,Africa
1,1.44178,7.526,0.79504,Denmark,2016,Europe
2,1.52733,7.509,0.86303,Switzerland,2016,Europe
3,1.42666,7.501,0.86733,Iceland,2016,Europe
4,1.57744,7.498,0.79579,Norway,2016,Europe
5,1.40598,7.413,0.81091,Finland,2016,Europe
6,1.44015,7.404,0.8276,Canada,2016,North America
7,1.46468,7.339,0.81231,Netherlands,2016,Europe
8,1.36066,7.334,0.83096,New Zealand,2016,Australia
9,1.44443,7.313,0.8512,Australia,2016,Australia
10,1.45181,7.291,0.83121,Sweden,2016,Europe
11,1.33766,7.267,0.84917,Israel,2016,Asia
12,1.45038,7.119,0.80565,Austria,2016,Europe
13,1.50796,7.104,0.779,United States,2016,North America
14,1.06879,7.087,0.76146,Costa Rica,2016,North America
15,1.35943,7.039,0.77758,Puerto Rico,2016,North America
16,1.44787,6.994,0.81487,Germany,2016,Europe
17,1.08754,6.952,0.61415,Brazil,2016,South America
18,1.42539,6.929,0.81959,Belgium,2016,Europe
19,1.48341,6.907,0.81455,Ireland,2016,Europe
20,1.69752,6.871,0.84542,Luxembourg,2016,Europe
21,1.11508,6.778,0.71143,Mexico,2016,North America
22,1.64555,6.739,0.94719,Singapore,2016,Asia
23,1.40283,6.725,0.80991,United Kingdom,2016,Europe
24,1.2167,6.705,0.81883,Chile,2016,South America
25,1.18306,6.701,0.70835,Panama,2016,North America
26,1.15137,6.65,0.69711,Argentina,2016,South America
27,1.30915,6.596,0.76376,Czech Republic,2016,Europe
28,1.57352,6.573,0.72993,United Arab Emirates,2016,Asia
29,1.18157,6.545,0.72183,Uruguay,2016,South America
30,1.30782,6.488,0.80315,Malta,2016,Europe
31,1.03032,6.481,0.59659,Colombia,2016,South America
32,1.39488,6.478,0.83795,France,2016,Europe
33,1.0893,6.474,0.64915,Thailand,2016,Asia
34,1.48953,6.379,0.59267,Saudi Arabia,2016,Asia
34,1.39729,6.379,0.79565,Taiwan,2016,Asia
36,1.82427,6.375,0.71723,Qatar,2016,Asia
37,1.34253,6.361,0.87896,Spain,2016,Europe
38,1.05266,6.355,0.61804,Algeria,2016,Africa
39,0.83454,6.324,0.54039,Guatemala,2016,North America
40,1.09686,6.269,0.50933,Suriname,2016,South America
41,1.61714,6.239,0.63569,Kuwait,2016,Asia
42,1.44024,6.218,0.65696,Bahrain,2016,Asia
43,1.32572,6.168,0.52608,Trinidad and Tobago,2016,North America
44,1.13367,6.084,0.61904,Venezuela,2016,South America
45,1.27973,6.078,0.70367,Slovakia,2016,Europe
46,0.8737,6.068,0.596,El Salvador,2016,North America
47,1.25142,6.005,0.62366,Malaysia,2016,Asia
48,0.69384,5.992,0.65213,Nicaragua,2016,North America
49,0.73591,5.987,0.50163,Uzbekistan,2016,Asia
50,1.35495,5.977,0.85102,Italy,2016,Europe
51,0.97306,5.976,0.68613,Ecuador,2016,South America
52,0.87616,5.956,0.45569,Belize,2016,North America
53,1.38007,5.921,0.91491,Japan,2016,Asia
54,1.22943,5.919,0.57386,Kazakhstan,2016,Asia
55,0.69177,5.897,0.52309,Moldova,2016,Europe
56,1.23228,5.856,0.58991,Russia,2016,Europe
57,1.24585,5.835,0.69058,Poland,2016,Europe
57,1.35948,5.835,0.88645,South Korea,2016,Asia
59,0.79422,5.822,0.4697,Bolivia,2016,South America
60,1.2692,5.813,0.64674,Lithuania,2016,Europe
61,1.13062,5.802,0.63104,Belarus,2016,Europe
62,1.31141,5.771,0.84142,North Cyprus,2016,Europe
63,1.29947,5.768,0.79151,Slovenia,2016,Europe
64,0.99602,5.743,0.62994,Peru,2016,South America
65,1.08017,5.658,0.44006,Turkmenistan,2016,Asia
66,1.14372,5.648,0.66189,Mauritius,2016,Africa
67,1.06688,5.615,0.52304,Libya,2016,Africa
68,1.21788,5.56,0.63952,Latvia,2016,Europe
69,1.31857,5.546,0.8488,Cyprus,2016,Asia
70,0.89373,5.538,0.58295,Paraguay,2016,South America
71,1.1697,5.528,0.67602,Romania,2016,Europe
72,1.27964,5.517,0.68098,Estonia,2016,Europe
73,0.89333,5.51,0.59469,Jamaica,2016,North America
74,1.18649,5.488,0.70524,Croatia,2016,Europe
75,1.5107,5.458,0.95277,Hong Kong,2016,Asia
76,0.0,5.44,0.11466,Somalia,2016,Africa
77,0.90145,5.401,0.54,Kosovo,2016,Europe
78,1.16492,5.389,0.64718,Turkey,2016,Asia
79,0.95104,5.314,0.49374,Indonesia,2016,Asia
80,0.99673,5.303,0.60712,Jordan,2016,Asia
81,1.12373,5.291,0.54504,Azerbaijan,2016,Asia
82,0.81217,5.279,0.47036,Philippines,2016,Asia
83,1.0278,5.245,0.73561,China,2016,Asia
84,0.8527,5.196,0.49759,Bhutan,2016,Asia
85,0.56044,5.185,0.55449,Kyrgyzstan,2016,Asia
86,1.03437,5.177,0.6458,Serbia,2016,Europe
87,0.93383,5.163,0.70766,Bosnia and Herzegovina,2016,Europe
88,1.07838,5.161,0.63533,Montenegro,2016,Europe
89,1.02787,5.155,0.57669,Dominican Republic,2016,North America
90,0.84058,5.151,0.59471,Morocco,2016,Africa
91,1.24142,5.145,0.67608,Hungary,2016,Europe
92,0.68816,5.132,0.40306,Pakistan,2016,Asia
93,1.12268,5.129,0.76171,Lebanon,2016,Asia
94,1.27607,5.123,0.79363,Portugal,2016,Europe
95,1.0193,5.121,0.64738,Macedonia,2016,Europe
96,0.74037,5.061,0.66157,Vietnam,2016,Asia
97,0.25558,5.057,0.33108,Somaliland Region,2016,Africa
98,0.97724,5.045,0.59577,Tunisia,2016,Africa
99,1.24886,5.033,0.80029,Greece,2016,Europe
100,0.48835,4.996,0.53119,Tajikistan,2016,Asia
101,0.98853,4.907,0.55469,Mongolia,2016,Asia
102,0.68042,4.876,0.38291,Laos,2016,Asia
103,0.75216,4.875,0.05108,Nigeria,2016,Africa
104,0.69429,4.871,0.58383,Honduras,2016,North America
105,1.11758,4.813,0.64232,Iran,2016,Asia
106,0.61202,4.795,0.23573,Zambia,2016,Africa
107,0.44626,4.793,0.50073,Nepal,2016,Asia
108,0.67024,4.754,0.56844,Palestinian Territories,2016,Asia
109,0.9553,4.655,0.73007,Albania,2016,Europe
110,0.54177,4.643,0.52989,Bangladesh,2016,Asia
111,0.36485,4.635,0.0,Sierra Leone,2016,Africa
112,1.07474,4.575,0.51076,Iraq,2016,Asia
113,0.93287,4.574,0.34745,Namibia,2016,Africa
114,0.52497,4.513,0.12698,Cameroon,2016,Africa
115,0.29283,4.508,0.34578,Ethiopia,2016,Africa
116,1.02416,4.459,0.18611,South Africa,2016,Africa
117,0.97318,4.415,0.62007,Sri Lanka,2016,Asia
118,0.74036,4.404,0.45091,India,2016,Asia
119,0.34112,4.395,0.3988,Myanmar,2016,Asia
120,0.95395,4.362,0.52116,Egypt,2016,Africa
121,0.86086,4.36,0.64083,Armenia,2016,Asia
122,0.52267,4.356,0.30147,Kenya,2016,Africa
123,0.87287,4.324,0.58628,Ukraine,2016,Europe
124,0.63107,4.276,0.29681,Ghana,2016,Africa
125,0.05661,4.272,0.188,Congo (Kinshasa),2016,Africa
126,0.83792,4.252,0.64035,Georgia,2016,Asia
127,0.77109,4.236,0.28212,Congo (Brazzaville),2016,Africa
128,0.44314,4.219,0.40457,Senegal,2016,Africa
129,1.11306,4.217,0.67806,Bulgaria,2016,Europe
130,0.61391,4.201,0.28639,Mauritania,2016,Africa
131,0.35041,4.193,0.1595,Zimbabwe,2016,Africa
132,0.08709,4.156,0.29364,Malawi,2016,Africa
133,0.63069,4.139,0.29759,Sudan,2016,Africa
134,1.15851,4.121,0.3494,Gabon,2016,Africa
135,0.31292,4.073,0.16347,Mali,2016,Africa
136,0.34097,4.028,0.27494,Haiti,2016,North America
137,1.09426,3.974,0.34752,Botswana,2016,Africa
138,0.27509,3.956,0.29981,Comoros,2016,Africa
139,0.55507,3.916,0.04476,Ivory Coast,2016,Africa
140,0.55604,3.907,0.42494,Cambodia,2016,Asia
141,0.84731,3.866,0.04991,Angola,2016,Africa
142,0.1327,3.856,0.26162,Niger,2016,Africa
143,0.39394,3.832,0.15781,South Sudan,2016,Africa
144,0.42214,3.763,0.03824,Chad,2016,Africa
145,0.31995,3.739,0.21297,Burkina Faso,2016,Africa
145,0.34719,3.739,0.19625,Uganda,2016,Africa
147,0.57939,3.724,0.31048,Yemen,2016,Asia
148,0.27954,3.695,0.37109,Madagascar,2016,Africa
149,0.47155,3.666,0.357,Tanzania,2016,Africa
150,0.10706,3.622,0.23165,Liberia,2016,Africa
151,0.22415,3.607,0.18829,Guinea,2016,Africa
152,0.32846,3.515,0.31865,Rwanda,2016,Africa
153,0.39499,3.484,0.21028,Benin,2016,Africa
154,0.38227,3.36,0.17344,Afghanistan,2016,Asia
155,0.28123,3.303,0.24811,Togo,2016,Africa
156,0.74719,3.069,0.62994,Syria,2016,Asia
157,0.06831,2.905,0.15747,Burundi,2016,Africa
1,1.61646318435669,7.53700017929077,0.796666502952576,Norway,2017,Europe
2,1.48238301277161,7.52199983596802,0.792565524578094,Denmark,2017,Europe
3,1.480633020401,7.50400018692017,0.833552122116089,Iceland,2017,Europe
4,1.56497955322266,7.49399995803833,0.858131289482117,Switzerland,2017,Europe
5,1.44357192516327,7.4689998626709,0.80915766954422,Finland,2017,Europe
6,1.50394463539124,7.3769998550415,0.810696125030518,Netherlands,2017,Europe
7,1.47920441627502,7.31599998474121,0.83455765247345,Canada,2017,North America
8,1.40570604801178,7.31400012969971,0.816759705543518,New Zealand,2017,Australia
9,1.49438726902008,7.28399991989136,0.830875158309937,Sweden,2017,Europe
10,1.484414935112,7.28399991989136,0.84388679265976,Australia,2017,Australia
11,1.37538242340088,7.21299982070923,0.83840399980545,Israel,2017,Asia
12,1.10970628261566,7.0789999961853,0.759509265422821,Costa Rica,2017,North America
13,1.48709726333618,7.00600004196167,0.815328419208527,Austria,2017,Europe
14,1.54625928401947,6.99300003051758,0.77428662776947,United States,2017,North America
15,1.53570663928986,6.97700023651123,0.80978262424469,Ireland,2017,Europe
16,1.48792338371277,6.95100021362305,0.798950731754303,Germany,2017,Europe
17,1.46378076076508,6.89099979400635,0.818091869354248,Belgium,2017,Europe
18,1.74194359779358,6.86299991607666,0.845089495182037,Luxembourg,2017,Europe
19,1.44163393974304,6.71400022506714,0.805335938930511,United Kingdom,2017,Europe
20,1.25278460979462,6.65199995040894,0.819479703903198,Chile,2017,South America
21,1.62634336948395,6.64799976348877,0.726798236370087,United Arab Emirates,2017,Asia
22,1.10735321044922,6.63500022888184,0.616552352905273,Brazil,2017,South America
23,1.35268235206604,6.60900020599365,0.754444003105164,Czech Republic,2017,Europe
24,1.18529546260834,6.59899997711182,0.695137083530426,Argentina,2017,South America
25,1.15318381786346,6.57800006866455,0.709978997707367,Mexico,2017,North America
26,1.69227766990662,6.57200002670288,0.949492394924164,Singapore,2017,Asia
27,1.34327983856201,6.52699995040894,0.821944236755371,Malta,2017,Europe
28,1.21755969524384,6.4539999961853,0.719216823577881,Uruguay,2017,South America
29,0.872001945972443,6.4539999961853,0.540239989757538,Guatemala,2017,North America
30,1.23374843597412,6.4520001411438,0.706156134605408,Panama,2017,North America
31,1.43092346191406,6.44199991226196,0.844465851783752,France,2017,Europe
32,1.12786877155304,6.42399978637695,0.647239029407501,Thailand,2017,Asia
33,1.43362653255463,6.42199993133545,0.793984234333038,Taiwan Province of China,2017,Asia
34,1.38439786434174,6.40299987792969,0.888960599899292,Spain,2017,Europe
35,1.87076568603516,6.375,0.710098087787628,Qatar,2017,Asia
36,1.07062232494354,6.35699987411499,0.595027923583984,Colombia,2017,South America
37,1.53062355518341,6.3439998626709,0.590148329734802,Saudi Arabia,2017,Asia
38,1.36135590076447,6.16800022125244,0.519983291625977,Trinidad and Tobago,2017,North America
39,1.63295245170593,6.10500001907349,0.632105708122253,Kuwait,2017,Asia
40,1.32539355754852,6.09800004959106,0.712732911109924,Slovakia,2017,Europe
41,1.48841226100922,6.08699989318848,0.653133034706116,Bahrain,2017,Asia
42,1.29121541976929,6.08400011062622,0.618784427642822,Malaysia,2017,Asia
43,0.737299203872681,6.07100009918213,0.653095960617065,Nicaragua,2017,North America
44,1.00082039833069,6.00799989700317,0.685636222362518,Ecuador,2017,South America
45,0.909784495830536,6.00299978256226,0.596018552780151,El Salvador,2017,North America
46,1.29178786277771,5.97300004959106,0.699475347995758,Poland,2017,Europe
47,0.786441087722778,5.97100019454956,0.498272627592087,Uzbekistan,2017,Asia
48,1.39506661891937,5.96400022506714,0.853144347667694,Italy,2017,Europe
