Happiness_Rank,Economy(GDP),Happiness_Score,Health(Life Expectancy),Country,Year,Region
87,1.052,5.247,0.657,Turkmenistan,2019,Asia
88,1.002,5.211,0.785,Algeria,2019,Africa
89,0.801,5.208,0.782,Morocco,2019,Africa
90,1.043,5.208,0.769,Azerbaijan,2019,Asia
91,0.987,5.197,0.815,Lebanon,2019,Asia
92,0.931,5.192,0.66,Indonesia,2019,Asia
93,1.029,5.191,0.893,China,2019,Asia
94,0.741,5.175,0.851,Vietnam,2019,Asia
95,0.813,5.082,0.604,Bhutan,2019,Asia
96,0.549,5.044,0.331,Cameroon,2019,Africa
97,1.092,5.011,0.815,Bulgaria,2019,Europe
98,0.611,4.996,0.486,Ghana,2019,Africa
99,0.569,4.944,0.232,Ivory Coast,2019,Africa
100,0.446,4.913,0.677,Nepal,2019,Asia
101,0.837,4.906,0.815,Jordan,2019,Asia
102,0.393,4.883,0.397,Benin,2019,Africa
103,0.673,4.812,0.508,Congo (Brazzaville),2019,Africa
104,1.057,4.799,0.571,Gabon,2019,Africa
105,0.764,4.796,0.551,Laos,2019,Asia
106,0.96,4.722,0.469,South Africa,2019,Africa
107,0.947,4.719,0.874,Albania,2019,Europe
108,0.96,4.707,0.805,Venezuela,2019,South America
109,0.574,4.7,0.637,Cambodia,2019,Asia
110,0.657,4.696,0.672,Palestinian Territories,2019,Asia
111,0.45,4.681,0.571,Senegal,2019,Africa
112,0.0,4.668,0.268,Somalia,2019,Africa
113,0.879,4.639,0.477,Namibia,2019,Africa
114,0.138,4.628,0.366,Niger,2019,Africa
115,0.331,4.587,0.38,Burkina Faso,2019,Africa
116,0.85,4.559,0.815,Armenia,2019,Asia
117,1.1,4.548,0.785,Iran,2019,Asia
118,0.38,4.534,0.375,Guinea,2019,Africa
119,0.886,4.519,0.752,Georgia,2019,Asia
120,0.308,4.516,0.428,Gambia,2019,Africa
121,0.512,4.509,0.581,Kenya,2019,Africa
122,0.57,4.49,0.489,Mauritania,2019,Africa
123,0.204,4.466,0.39,Mozambique,2019,Africa
124,0.921,4.461,0.815,Tunisia,2019,Africa
125,0.562,4.456,0.723,Bangladesh,2019,Asia
126,1.043,4.437,0.574,Iraq,2019,Asia
127,0.094,4.418,0.357,Congo (Kinshasa),2019,Africa
128,0.385,4.39,0.308,Mali,2019,Africa
129,0.268,4.374,0.242,Sierra Leone,2019,Africa
130,0.949,4.366,0.831,Sri Lanka,2019,Asia
131,0.71,4.36,0.555,Myanmar,2019,Asia
132,0.35,4.35,0.192,Chad,2019,Africa
133,0.82,4.332,0.739,Ukraine,2019,Europe
134,0.336,4.286,0.532,Ethiopia,2019,Africa
135,0.811,4.212,0.0,Swaziland,2019,Africa
136,0.332,4.189,0.443,Uganda,2019,Africa
137,0.913,4.166,0.644,Egypt,2019,Africa
138,0.578,4.107,0.426,Zambia,2019,Africa
139,0.275,4.085,0.41,Togo,2019,Africa
140,0.755,4.015,0.588,India,2019,Asia
141,0.073,3.975,0.443,Liberia,2019,Africa
142,0.274,3.973,0.505,Comoros,2019,Africa
143,0.274,3.933,0.555,Madagascar,2019,Africa
144,0.489,3.802,0.168,Lesotho,2019,Africa
145,0.046,3.775,0.38,Burundi,2019,Africa
146,0.366,3.663,0.433,Zimbabwe,2019,Africa
147,0.323,3.597,0.449,Haiti,2019,North America
148,1.041,3.488,0.538,Botswana,2019,Africa
149,0.619,3.462,0.44,Syria,2019,Asia
150,0.191,3.41,0.495,Malawi,2019,Africa
151,0.287,3.38,0.463,Yemen,2019,Asia
152,0.359,3.334,0.614,Rwanda,2019,Africa
153,0.476,3.231,0.499,Tanzania,2019,Africa
154,0.35,3.203,0.361,Afghanistan,2019,Asia
155,0.026,3.083,0.105,Central African Republic,2019,Africa
156,0.306,2.853,0.295,South Sudan,2019,Africa
1,1.285189509,7.808700085,0.961271405,Finland,2020,Europe
2,1.326948524,7.645599842,0.979332566,Denmark,2020,Europe
3,1.39077425,7.559899807,1.040533185,Switzerland,2020,Europe
4,1.326501608,7.504499912,1.000843406,Iceland,2020,Europe
5,1.42420733,7.487999916,1.008071899,Norway,2020,Europe
6,1.338946342,7.448900223,0.975675344,Netherlands,2020,Europe
7,1.322235227,7.353499889,0.986470461,Sweden,2020,Europe
8,1.242317915,7.299600124,1.008138299,New Zealand,2020,Australia
9,1.317285538,7.294199944,1.000933528,Austria,2020,Europe
10,1.536676049,7.237500191,0.986442685,Luxembourg,2020,Europe
11,1.301647663,7.23210001,1.022501945,Canada,2020,North America
12,1.310396433,7.222799778,1.022607684,Australia,2020,Australia
13,1.273061037,7.164500237,0.97570008,United Kingdom,2020,Europe
14,1.216463685,7.128600121,1.008052945,Israel,2020,Asia
15,0.981107712,7.121399879,0.939635336,Costa Rica,2020,North America
16,1.446886778,7.093699932,0.975670695,Ireland,2020,Europe
17,1.314184546,7.075799942,0.972114801,Germany,2020,Europe
18,1.37398684,6.939599991,0.831618011,United States,2020,North America
19,1.212322354,6.910900116,0.89456445,Czech Republic,2020,Europe
20,1.295842767,6.863500118,0.964901149,Belgium,2020,Europe
21,1.431086421,6.790800095,0.787814438,United Arab Emirates,2020,Asia
22,1.252513289,6.772799969,0.972042024,Malta,2020,Europe
23,1.268129349,6.663799763,1.029714227,France,2020,Europe
24,1.024387479,6.465000153,0.831601024,Mexico,2020,North America
25,1.327470541,6.45539999,0.878437996,Taiwan Province of China,2020,Asia
26,1.071000457,6.440100193,0.856928885,Uruguay,2020,South America
27,1.334328532,6.406499863,0.759818137,Saudi Arabia,2020,Asia
28,1.230535269,6.400899887,1.051343083,Spain,2020,Europe
29,0.753815711,6.398900032,0.705952585,Guatemala,2020,North America
30,1.236396074,6.38740015,1.022504926,Italy,2020,Europe
31,1.519580126,6.377099991,1.137814283,Singapore,2020,Asia
32,0.952679873,6.375599861,0.766119063,Brazil,2020,South America
33,1.208652496,6.363399982,0.932548046,Slovenia,2020,Europe
34,0.748940408,6.34829998,0.752730012,El Salvador,2020,North America
35,0.840481341,6.325200081,0.672709167,Kosovo,2020,Europe
36,1.097667813,6.304800034,0.878546536,Panama,2020,North America
37,1.194837689,6.280600071,0.853465259,Slovakia,2020,Europe
38,0.696652949,6.257599831,0.716703713,Uzbekistan,2020,Asia
39,1.096992493,6.228499889,0.889260828,Chile,2020,South America
40,1.296692252,6.227300167,0.838836372,Bahrain,2020,Asia
41,1.193559647,6.215499878,0.795421183,Lithuania,2020,Europe
42,1.167641521,6.191899776,0.658828557,Trinidad and Tobago,2020,North America
43,1.16922915,6.186299801,0.868038476,Poland,2020,Europe
44,0.93220371,6.163400173,0.810020149,Colombia,2020,South America
45,1.21279943,6.15899992,1.026124597,Cyprus,2020,Asia
46,0.620033145,6.13710022,0.803093255,Nicaragua,2020,North America
47,1.120401621,6.123700142,0.79229486,Romania,2020,Europe
48,1.424833655,6.102099895,0.776468933,Kuwait,2020,Asia
49,1.07366395,6.101299763,0.763389409,Mauritius,2020,Africa
50,1.122594237,6.057899952,0.698788941,Kazakhstan,2020,Asia
51,1.192441225,6.021800041,0.842615008,Estonia,2020,Europe
52,0.775120676,6.006000042,0.602189481,Philippines,2020,Asia
53,1.164307117,6.000400066,0.806793869,Hungary,2020,Europe
54,1.007029295,5.998799801,0.793855846,Thailand,2020,Asia
55,1.028465629,5.974699974,0.849773705,Argentina,2020,South America
56,0.598763585,5.953199863,0.791989982,Honduras,2020,North America
57,1.14139545,5.949999809,0.777902424,Latvia,2020,Europe
58,0.853383601,5.925199986,0.838837743,Ecuador,2020,South America
59,1.168800831,5.910900116,0.979315281,Portugal,2020,Europe
60,0.779058397,5.889800072,0.788434088,Jamaica,2020,North America
61,1.245300651,5.872399807,1.022542596,South Korea,2020,Asia
62,1.26672411,5.870800018,1.072881341,Japan,2020,Asia
63,0.91854918,5.796800137,0.824444175,Peru,2020,South America
64,0.988181829,5.77820015,0.828403294,Serbia,2020,Europe
65,0.730976343,5.747499943,0.662445664,Bolivia,2020,South America
66,0.616799474,5.69329977,0.469933242,Pakistan,2020,Asia
67,0.897990823,5.692100048,0.735869646,Paraguay,2020,South America
68,0.983191848,5.689199924,0.741901696,Dominican Republic,2020,North America
69,0.91839546,5.674099922,0.813928187,Bosnia and Herzegovina,2020,Europe
70,0.707916796,5.607500076,0.713299453,Moldova,2020,Europe
71,0.474874616,5.555699825,0.680594802,Tajikistan,2020,Asia
72,1.010150075,5.54610014,0.839028895,Montenegro,2020,Europe
73,1.126999617,5.546000004,0.68044591,Russia,2020,Europe
74,0.513180971,5.541500092,0.680645883,Kyrgyzstan,2020,Asia
75,1.018854499,5.539899826,0.75258857,Belarus,2020,Europe
76,1.21279943,5.53550005,1.026124597,North Cyprus,2020,Europe
77,1.128070116,5.514999866,0.979431748,Greece,2020,Europe
78,1.376746058,5.510399818,1.136630654,Hong Kong S.A.R. of China,2020,Asia
79,1.109024286,5.504700184,0.900575578,Croatia,2020,Europe
80,1.021913767,5.488800049,0.615626633,Libya,2020,Africa
81,0.904872775,5.456200123,0.615788162,Mongolia,2020,Asia
82,1.168421626,5.384300232,0.788511872,Malaysia,2020,Asia
83,0.718092382,5.353499889,0.819133997,Vietnam,2020,Asia
84,0.891720712,5.285600185,0.610437036,Indonesia,2020,Asia
85,0.537094414,5.233300209,0.154942513,Ivory Coast,2020,Africa
86,0.366244704,5.21600008,0.328062952,Benin,2020,Africa
87,0.937864304,5.197599888,0.914439559,Maldives,2020,Asia
88,0.633616745,5.194399834,0.458101124,Congo (Brazzaville),2020,Africa
89,0.990272701,5.164800167,0.731134057,Azerbaijan,2020,Asia
90,0.935371995,5.159800053,0.802994132,Macedonia,2020,Europe
91,0.575862467,5.147999763,0.432162255,Ghana,2020,Africa
92,0.444050372,5.137199879,0.66887939,Nepal,2020,Asia
93,1.127169251,5.131800175,0.781335294,Turkey,2020,Asia
94,0.990533412,5.123899937,0.867248535,China,2020,Asia
95,1.008963585,5.119100094,0.612448037,Turkmenistan,2020,Asia
96,1.046554685,5.101500034,0.777776897,Bulgaria,2020,Europe
97,0.75862211,5.094799995,0.745096922,Morocco,2020,Africa
98,0.503958046,5.084899902,0.270189553,Cameroon,2020,Africa
99,0.770238638,5.053199768,0.76702553,Venezuela,2020,South America
100,0.943856001,5.005099773,0.745418549,Algeria,2020,Africa
101,0.504061818,4.980800152,0.518391907,Senegal,2020,Africa
102,0.390007734,4.949299812,0.333655238,Guinea,2020,Africa
103,0.108330332,4.909599781,0.298816353,Niger,2020,Africa
104,0.714693844,4.888599873,0.486378282,Laos,2020,Asia
105,0.906653047,4.882699966,0.846329629,Albania,2020,Europe
106,0.544634938,4.848400116,0.587904334,Cambodia,2020,Asia
107,0.556156278,4.832799911,0.694940507,Bangladesh,2020,Asia
108,0.988044381,4.829299927,0.522574842,Gabon,2020,Africa
109,0.902140439,4.814099789,0.407034069,South Africa,2020,Africa
110,0.982018709,4.784800053,0.529350698,Iraq,2020,Asia
111,0.889232516,4.771500111,0.788671136,Lebanon,2020,Asia
112,0.302467644,4.768700123,0.312833875,Burkina Faso,2020,Africa
113,0.256990552,4.750599861,0.353247881,Gambia,2020,Africa
114,0.352462649,4.729300022,0.234981522,Mali,2020,Africa
115,0.645901859,4.724100113,0.167835936,Nigeria,2020,Africa
116,0.808262408,4.676799774,0.77585727,Armenia,2020,Asia
117,0.847198069,4.672599792,0.694657624,Georgia,2020,Asia
118,1.029322505,4.672399998,0.749053836,Iran,2020,Asia
119,0.785179198,4.633399963,0.777624726,Jordan,2020,Asia
120,0.178741366,4.623600006,0.324223638,Mozambique,2020,Africa
121,0.476413399,4.583000183,0.536312759,Kenya,2020,Africa
122,0.84008199,4.571100235,0.40687117,Namibia,2020,Africa
123,0.780434608,4.56069994,0.698674381,Ukraine,2020,Europe
124,0.174103007,4.557899952,0.392284274,Liberia,2020,Africa
125,0.587819219,4.552800179,0.613826573,Palestinian Territories,2020,Asia
126,0.312337428,4.43200016,0.378311664,Uganda,2020,Africa
127,0.302287489,4.422699928,0.1087441,Chad,2020,Africa
128,0.874742687,4.392199993,0.781156719,Tunisia,2020,Africa
129,0.539684892,4.374599934,0.425184816,Mauritania,2020,Africa
130,0.897986948,4.327000141,0.792036712,Sri Lanka,2020,Asia
131,0.062487468,4.31099987,0.277212054,Congo (Kinshasa),2020,Africa
132,0.827539742,4.308100224,0.215585828,Swaziland,2020,Africa
133,0.67809093,4.308000088,0.495443076,Myanmar,2020,Asia
134,0.415620774,4.288599968,0.437383324,Comoros,2020,Africa
135,0.268116266,4.187200069,0.342731178,Togo,2020,Africa
136,0.315125644,4.186200142,0.483846247,Ethiopia,2020,Africa
137,0.244553208,4.165599823,0.500617027,Madagascar,2020,Africa
138,0.875228941,4.151400089,0.596911311,Egypt,2020,Africa
139,0.240560383,3.926399946,0.203953966,Sierra Leone,2020,Africa
140,0.0,3.775300026,0.295212835,Burundi,2020,Africa
141,0.536833763,3.759399891,0.36359334,Zambia,2020,Africa
142,0.284734428,3.720799923,0.37436673,Haiti,2020,North America
143,0.45493874,3.652800083,0.100934811,Lesotho,2020,Africa
144,0.730576158,3.573299885,0.54057014,India,2020,Asia
145,0.176534727,3.538000107,0.446163297,Malawi,2020,Africa
146,0.392701775,3.527400017,0.41500017,Yemen,2020,Asia
147,0.997548997,3.478899956,0.494101733,Botswana,2020,Africa
148,0.457163125,3.476200104,0.442677855,Tanzania,2020,Africa
149,0.041072082,3.475899935,0.0,Central African Republic,2020,Africa
150,0.343242675,3.312299967,0.572383285,Rwanda,2020,Africa
151,0.425564021,3.299200058,0.375037611,Zimbabwe,2020,Africa
152,0.289082974,2.816600084,0.208809033,South Sudan,2020,Africa
153,0.30070585,2.566900015,0.266051531,Afghanistan,2020,Asia
1,1.446,7.842,0.741,Finland,2021,Europe
2,1.502,7.62,0.763,Denmark,2021,Europe
3,1.566,7.571,0.816,Switzerland,2021,Europe
4,1.482,7.554,0.772,Iceland,2021,Europe
5,1.501,7.464,0.753,Netherlands,2021,Europe
6,1.543,7.392,0.782,Norway,2021,Europe
7,1.478,7.363,0.763,Sweden,2021,Europe
8,1.751,7.324,0.76,Luxembourg,2021,Europe
9,1.4,7.277,0.785,New Zealand,2021,Australia
10,1.492,7.268,0.782,Austria,2021,Europe
11,1.453,7.183,0.801,Australia,2021,Australia
12,1.376,7.157,0.788,Israel,2021,Asia
13,1.48,7.155,0.757,Germany,2021,Europe
14,1.447,7.103,0.798,Canada,2021,North America
15,1.644,7.085,0.753,Ireland,2021,Europe
16,1.134,7.069,0.722,Costa Rica,2021,North America
17,1.423,7.064,0.757,United Kingdom,2021,Europe
18,1.37,6.965,0.703,Czech Republic,2021,Europe
19,1.533,6.951,0.621,United States,2021,North America
20,1.463,6.834,0.747,Belgium,2021,Europe
21,1.421,6.69,0.804,France,2021,Europe
22,1.409,6.647,0.662,Bahrain,2021,Asia
23,1.411,6.602,0.747,Malta,2021,Europe
24,1.48,6.584,0.665,Taiwan Province of China,2021,Asia
25,1.555,6.561,0.594,United Arab Emirates,2021,Asia
26,1.435,6.494,0.571,Saudi Arabia,2021,Asia
27,1.375,6.491,0.826,Spain,2021,Europe
28,1.393,6.483,0.798,Italy,2021,Europe
29,1.36,6.461,0.722,Slovenia,2021,Europe
30,0.845,6.435,0.519,Guatemala,2021,North America
31,1.164,6.431,0.649,Uruguay,2021,South America
32,1.695,6.377,0.897,Singapore,2021,Asia
33,0.937,6.372,0.483,Kosovo,2021,Europe
34,1.304,6.331,0.653,Slovakia,2021,Europe
35,1.028,6.33,0.571,Brazil,2021,South America
36,1.126,6.317,0.634,Mexico,2021,North America
37,0.891,6.309,0.599,Jamaica,2021,North America
38,1.35,6.255,0.612,Lithuania,2021,Europe
39,1.377,6.223,0.801,Cyprus,2021,Asia
40,1.344,6.189,0.64,Estonia,2021,Europe
41,1.298,6.18,0.667,Panama,2021,North America
42,0.769,6.179,0.528,Uzbekistan,2021,Asia
43,1.2,6.172,0.678,Chile,2021,South America
44,1.309,6.166,0.668,Poland,2021,Europe
45,1.23,6.152,0.527,Kazakhstan,2021,Asia
46,1.275,6.14,0.595,Romania,2021,Europe
47,1.461,6.106,0.58,Kuwait,2021,Asia
48,1.101,6.078,0.634,Serbia,2021,Europe
49,0.845,6.061,0.565,El Salvador,2021,North America
50,1.178,6.049,0.574,Mauritius,2021,Africa
51,1.285,6.032,0.587,Latvia,2021,Europe
52,1.021,6.012,0.615,Colombia,2021,South America
53,1.301,5.992,0.615,Hungary,2021,Europe
54,1.107,5.985,0.596,Thailand,2021,Asia
55,0.693,5.972,0.604,Nicaragua,2021,North America
56,1.389,5.94,0.838,Japan,2021,Asia
57,1.162,5.929,0.646,Argentina,2021,South America
58,1.323,5.929,0.76,Portugal,2021,Europe
59,0.703,5.919,0.593,Honduras,2021,North America
60,1.251,5.882,0.703,Croatia,2021,Europe
61,0.853,5.88,0.426,Philippines,2021,Asia
62,1.403,5.845,0.801,South Korea,2021,Asia
63,0.986,5.84,0.623,Peru,2021,South America
64,1.032,5.813,0.618,Bosnia and Herzegovina,2021,Europe
65,0.985,5.766,0.542,Moldova,2021,Europe
66,0.935,5.764,0.64,Ecuador,2021,South America
67,0.665,5.744,0.501,Kyrgyzstan,2021,Asia
68,1.273,5.723,0.76,Greece,2021,Europe
69,0.842,5.716,0.486,Bolivia,2021,South America
70,0.966,5.677,0.442,Mongolia,2021,Asia
71,0.983,5.653,0.549,Paraguay,2021,South America
72,1.155,5.581,0.637,Montenegro,2021,Europe
73,1.106,5.545,0.555,Dominican Republic,2021,North America
74,1.377,5.536,0.801,North Cyprus,2021,Europe
75,1.124,5.534,0.56,Belarus,2021,Europe
76,1.241,5.477,0.511,Russia,2021,Europe
77,1.525,5.477,0.893,Hong Kong S.A.R. of China,2021,Asia
78,0.508,5.466,0.498,Tajikistan,2021,Asia
79,0.817,5.411,0.616,Vietnam,2021,Asia
80,1.044,5.41,0.435,Libya,2021,Africa
81,1.259,5.384,0.587,Malaysia,2021,Asia
82,0.954,5.345,0.433,Indonesia,2021,Asia
83,0.518,5.342,0.307,Congo (Brazzaville),2021,Africa
84,1.061,5.339,0.665,China,2021,Asia
85,0.669,5.306,0.052,Ivory Coast,2021,Africa
86,0.996,5.283,0.585,Armenia,2021,Asia
87,0.519,5.269,0.496,Nepal,2021,Asia
88,1.181,5.266,0.583,Bulgaria,2021,Europe
89,1.115,5.198,0.697,Maldives,2021,Asia
90,1.025,5.171,0.541,Azerbaijan,2021,Asia
91,0.543,5.142,0.159,Cameroon,2021,Africa
92,0.518,5.132,0.357,Senegal,2021,Africa
93,1.008,5.117,0.646,Albania,2021,Europe
94,1.068,5.101,0.535,North Macedonia,2021,Europe
95,0.68,5.088,0.287,Ghana,2021,Africa
96,0.162,5.074,0.167,Niger,2021,Africa
97,1.046,5.066,0.439,Turkmenistan,2021,Asia
98,0.367,5.051,0.21,Gambia,2021,Africa
99,0.507,5.045,0.196,Benin,2021,Africa
100,0.808,5.03,0.33,Laos,2021,Asia
101,0.635,5.025,0.514,Bangladesh,2021,Asia
102,0.42,4.984,0.206,Guinea,2021,Africa
103,0.967,4.956,0.265,South Africa,2021,Africa
104,1.26,4.948,0.59,Turkey,2021,Asia
105,0.637,4.934,0.322,Pakistan,2021,Asia
106,0.792,4.918,0.558,Morocco,2021,Africa
107,0.852,4.892,0.574,Venezuela,2021,South America
108,1.03,4.891,0.498,Georgia,2021,Asia
109,0.946,4.887,0.552,Algeria,2021,Africa
110,0.979,4.875,0.517,Ukraine,2021,Europe
111,0.91,4.854,0.381,Iraq,2021,Asia
112,1.037,4.852,0.362,Gabon,2021,Africa
113,0.364,4.834,0.179,Burkina Faso,2021,Africa
114,0.603,4.83,0.426,Cambodia,2021,Asia
115,0.183,4.794,0.196,Mozambique,2021,Africa
116,0.663,4.759,0.051,Nigeria,2021,Africa
117,0.387,4.723,0.11,Mali,2021,Africa
118,1.03,4.721,0.561,Iran,2021,Asia
119,0.364,4.636,0.24,Uganda,2021,Africa
120,0.228,4.625,0.253,Liberia,2021,Africa
121,0.603,4.607,0.385,Kenya,2021,Africa
122,0.919,4.596,0.59,Tunisia,2021,Africa
123,1.045,4.584,0.595,Lebanon,2021,Asia
124,0.882,4.574,0.262,Namibia,2021,Africa
125,0.646,4.517,0.434,Palestinian Territories,2021,Asia
126,0.666,4.426,0.341,Myanmar,2021,Asia
127,0.89,4.395,0.583,Jordan,2021,Asia
128,0.255,4.355,0.0,Chad,2021,Africa
129,0.99,4.325,0.593,Sri Lanka,2021,Asia
130,0.849,4.308,0.074,Swaziland,2021,Africa
131,0.488,4.289,0.279,Comoros,2021,Africa
132,0.954,4.283,0.426,Egypt,2021,Africa
133,0.37,4.275,0.331,Ethiopia,2021,Africa
134,0.666,4.227,0.273,Mauritania,2021,Africa
135,0.266,4.208,0.341,Madagascar,2021,Africa
136,0.254,4.107,0.203,Togo,2021,Africa
137,0.528,4.073,0.231,Zambia,2021,Africa
138,0.279,3.849,0.1,Sierra Leone,2021,Africa
139,0.741,3.819,0.383,India,2021,Asia
140,0.0,3.775,0.155,Burundi,2021,Africa
141,0.329,3.658,0.272,Yemen,2021,Asia
142,0.433,3.623,0.3,Tanzania,2021,Africa
143,0.294,3.615,0.227,Haiti,2021,North America
144,0.113,3.6,0.298,Malawi,2021,Africa
145,0.451,3.512,0.007,Lesotho,2021,Africa
146,1.099,3.467,0.34,Botswana,2021,Africa
147,0.364,3.415,0.407,Rwanda,2021,Africa
148,0.457,3.145,0.243,Zimbabwe,2021,Africa
149,0.37,2.523,0.126,Afghanistan,2021,Asia
